CEP;UF;CIDADE;BAIRRO;LOGRADOURO
94070450;RS;Gravataí;Loteamento Vila Rica;Rua dos Mendes
94075000;RS;Gravataí;Parque Florido;Avenida Senador Teotônio Vilela
94075010;RS;Gravataí;Novo Mundo;Travessa Paulo Irani
94075020;RS;Gravataí;Novo Mundo;Travessa Paulo Oranir
94075030;RS;Gravataí;Novo Mundo;Rua Vidal Brasil
94075032;RS;Gravataí;Novo Mundo;Rua Ilhéus
94075034;RS;Gravataí;Novo Mundo;Beco Novo Mundo
94075040;RS;Gravataí;São Judas Tadeu;Rua Itapetininga
94075050;RS;Gravataí;São Judas Tadeu;Rua Bom Fim
94075060;RS;Gravataí;São Judas Tadeu;Rua Paraíba
94075070;RS;Gravataí;São Judas Tadeu;Rua Figueirense
94075071;RS;Gravataí;São Judas Tadeu;Rua Itararé
94075080;RS;Gravataí;São Judas Tadeu;Rua Padre Chagas
94075090;RS;Gravataí;São Judas Tadeu;Rua Barão de Santo Ângelo
94075100;RS;Gravataí;São Judas Tadeu;Rua Silva Jardim
94075110;RS;Gravataí;São Judas Tadeu;Rua São Judas Tadeu
94075120;RS;Gravataí;São Judas Tadeu;Rua Vasco Alves
94075122;RS;Gravataí;São Judas Tadeu;Beco Paz
94075124;RS;Gravataí;São Judas Tadeu;Beco Rosa Selvagem
94075130;RS;Gravataí;São Judas Tadeu;Rua Riachuelo
94075140;RS;Gravataí;São Judas Tadeu;Rua Bolívia
94075150;RS;Gravataí;São Judas Tadeu;Rua Ernesto Dornelles
94075160;RS;Gravataí;São Judas Tadeu;Rua Vinte e Cinco de Abril
94075170;RS;Gravataí;São Judas Tadeu;Rua Estácio de Sá
94075175;RS;Gravataí;São Judas Tadeu;Travessa Pascoal Pisoni
94075180;RS;Gravataí;São Judas Tadeu;Rua Félix Rodrigues
94075190;RS;Gravataí;Parque Florido;Rua José Nestor Silveira
94075200;RS;Gravataí;São Judas Tadeu;Rua Germano Matias
94075202;RS;Gravataí;São Judas Tadeu;Beco Guarujá
94075210;RS;Gravataí;Parque Florido;Rua Penha
94075215;RS;Gravataí;Parque Florido;Rua Rita Madruga
94075220;RS;Gravataí;Parque Florido;Rua Bragança
94075230;RS;Gravataí;Parque Florido;Rua Arroio Barnabé
94075240;RS;Gravataí;Parque Florido;Rua Diadema
94075250;RS;Gravataí;Parque Florido;Rua Mauá
94075260;RS;Gravataí;Parque Florido;Rua Tietê
94075270;RS;Gravataí;Parque Florido;Rua Jacareí
94075280;RS;Gravataí;Parque Florido;Rua Ouro Fino
94075282;RS;Gravataí;Parque Florido;Beco José da Silva
94075284;RS;Gravataí;Parque Florido;Beco Manoel Correa
94075286;RS;Gravataí;Parque Florido;Beco Pedro da Silva
94075288;RS;Gravataí;Parque Florido;Beco Vando Corrêa
94075290;RS;Gravataí;Parque Florido;Rua Ilhabela
94075292;RS;Gravataí;Parque Florido;Beco Zilda da Silva
94075300;RS;Gravataí;Parque Florido;Rua Osasco
94075302;RS;Gravataí;Parque Florido;Beco Quatro
94075310;RS;Gravataí;Parque Florido;Rua Guarulhos
94075312;RS;Gravataí;Parque Florido;Beco Guarulhos
94075314;RS;Gravataí;Parque Florido;Beco Um
94075316;RS;Gravataí;Parque Florido;Rua Nélson Dias
94075318;RS;Gravataí;Parque Florido;Beco Madruga
94075320;RS;Gravataí;Parque Florido;Rua Piraporã
94075330;RS;Gravataí;Parque Florido;Rua Formosa
94075340;RS;Gravataí;Parque Florido;Rua Santos
94075350;RS;Gravataí;Parque Florido;Rua Sete Barras
94075360;RS;Gravataí;Parque Florido;Rua Anhembi
94075370;RS;Gravataí;Parque Florido;Rua Três Barras
94075380;RS;Gravataí;Parque Florido;Rua Tagua
94075390;RS;Gravataí;Parque Florido;Rua Lins
94075394;RS;Gravataí;Parque Florido;Acesso Ouro Fino
94075396;RS;Gravataí;Parque Florido;Travessa Vilella
94075398;RS;Gravataí;Parque Florido;Rua Caminho Ouro Fino
94075400;RS;Gravataí;Parque Florido;Rua Toledo
94075410;RS;Gravataí;São Judas Tadeu;Rua Dez de Abril
94075420;RS;Gravataí;São Judas Tadeu;Rua Vinte e Cinco de Maio
94075430;RS;Gravataí;São Judas Tadeu;Rua Madrid
94075440;RS;Gravataí;Novo Mundo;Rua Manoel Linck
94075450;RS;Gravataí;Parque Florido;Rua Taubaté
94075460;RS;Gravataí;Parque Florido;Rua Maria Madalena
94075470;RS;Gravataí;Novo Mundo;Travessa Elis Regina
94075474;RS;Gravataí;Novo Mundo;Rua Eldorado
94075476;RS;Gravataí;Novo Mundo;Acesso Vila Rica
94075480;RS;Gravataí;Novo Mundo;Travessa Jacobina
94075482;RS;Gravataí;Novo Mundo;Travessa Vidal Brasil
94075484;RS;Gravataí;Novo Mundo;Beco Vidal Brasil
94075490;RS;Gravataí;Novo Mundo;Rua Serra Dourada
94075500;RS;Gravataí;Novo Mundo;Rua Nutrella
94075510;RS;Gravataí;Novo Mundo;Rua Costa
94075520;RS;Gravataí;Novo Mundo;Rua Novidade
94075530;RS;Gravataí;Novo Mundo;Rua Globo
94075540;RS;Gravataí;Parque Florido;Rua Teotônio Vilella
